Open,High,Low,Close,Volume
1.19372,1.19456,1.19353,1.19431,9066.2803
1.19433,1.19494,1.19406,1.19492,9224.9004
1.19493,1.19576,1.19479,1.1956,10732.79
1.19559,1.19596,1.19559,1.19575,10343.0596
1.19575,1.19598,1.19559,1.19574,6689.5
1.19575,1.19594,1.19551,1.19569,6301.5098
1.19571,1.1959,1.19546,1.19571,8484.3701
1.19571,1.19728,1.19539,1.19684,17300.2109
1.19684,1.19855,1.19631,1.198,21756.3906
1.19802,1.19825,1.19717,1.19806,22694.0098
1.19805,1.19817,1.19657,1.19686,12743.2002
1.19686,1.19709,1.19601,1.197,19773.4199
1.19698,1.19727,1.19641,1.19671,16170.1904
1.19671,1.19938,1.19654,1.19921,19598.3691
1.1992,1.20006,1.19751,1.19944,21419.4395
1.19942,1.20418,1.19837,1.20314,34870.6094
1.20314,1.20545,1.20312,1.20376,27363.4199
1.20377,1.20516,1.20375,1.20451,15078.4102
1.20452,1.20522,1.2043,1.20434,13176.6602
1.20434,1.20508,1.20426,1.20477,8504.6104
1.20476,1.20753,1.20476,1.20719,9623.2646
1.20717,1.20765,1.20672,1.20692,4060.3
1.20691,1.20742,1.20667,1.20726,552.6175
1.20723,1.2073,1.20683,1.20706,4397.3101
1.20707,1.20722,1.20652,1.20666,7189.04
1.20666,1.20699,1.20605,1.20684,9087.8096
1.20684,1.20794,1.20679,1.20734,10909.96
1.20733,1.20836,1.20725,1.20822,6487.4702
1.20822,1.20831,1.20746,1.2075,7047.3599
1.2075,1.20755,1.20663,1.20681,9403.1602
1.20682,1.20771,1.20639,1.2065,8726.9404
1.20649,1.20875,1.20647,1.20688,18933.6406
1.20686,1.20763,1.20465,1.20482,26053.7598
1.20481,1.20646,1.20454,1.20535,23156.1191
1.20536,1.20617,1.20461,1.20493,15358.7305
1.20493,1.20534,1.2042,1.20517,18181.0391
1.20516,1.20627,1.20399,1.20594,25083.1602
1.20593,1.20785,1.20579,1.2066,33221.1211
1.2066,1.20829,1.20601,1.20824,32302.1602
1.20824,1.21081,1.20751,1.20782,34512.9219
1.20781,1.20958,1.20755,1.20927,21247.4707
1.20928,1.2099,1.20879,1.20933,12075.4805
1.20933,1.20981,1.20921,1.2093,7173.4502
1.2093,1.21027,1.20899,1.20997,12886.7002
1.20995,1.21043,1.20957,1.21015,5903.1499
1.21018,1.21183,1.21017,1.21132,5451.7002
1.21151,1.21159,1.2111,1.21125,578.68
1.21125,1.21153,1.21086,1.21138,5305.7402
1.21137,1.21143,1.21039,1.21056,9476.9297
1.21055,1.21149,1.21042,1.21132,11616.3701
1.21132,1.21209,1.21119,1.212,8663.2598
1.21201,1.2125,1.21189,1.21238,9068.1201
1.21238,1.21244,1.21161,1.21174,7180.3701
1.21174,1.21225,1.21165,1.21193,8097.2998
1.21193,1.21213,1.21134,1.21179,9769.79
1.21178,1.21255,1.21157,1.21228,18387.6094
1.21227,1.21393,1.21146,1.21215,22521.0703
1.21213,1.21217,1.2101,1.21113,23906.2109
1.21112,1.21189,1.21039,1.21156,20470.2891
1.21156,1.21297,1.21112,1.21289,22885.6191
1.2129,1.21611,1.21187,1.21554,27436.5996
1.21554,1.21566,1.21444,1.2151,25184.0391
1.21512,1.21683,1.21444,1.21596,26490.9492
1.21597,1.21746,1.21569,1.21611,37640.6602
1.2161,1.21632,1.21464,1.21512,22751.3301
1.2151,1.21517,1.21377,1.21461,14938.1797
1.21461,1.21476,1.21326,1.21394,10744.9805
1.21393,1.21438,1.21379,1.21425,11106.9404
1.21424,1.21482,1.21333,1.21455,12513.8848
1.21456,1.21493,1.21425,1.21454,4133.7349
1.21454,1.21467,1.21405,1.21434,382.88
1.21432,1.21497,1.21431,1.21449,4973.9502
1.21449,1.21537,1.21407,1.21495,10281.29
1.21497,1.21529,1.21413,1.21438,16502.4492
1.21439,1.21452,1.21389,1.21446,10093.2598
1.21446,1.21476,1.21417,1.21452,8496.8096
1.21453,1.21473,1.21411,1.21419,9056.5898
1.21419,1.21511,1.2141,1.215,10601.79
1.215,1.21576,1.21478,1.21552,12276.8896
1.21553,1.21605,1.21511,1.21531,17216.25
1.21531,1.21662,1.21436,1.21604,27651.9199
1.21604,1.21731,1.21596,1.21667,30662.6191
1.21667,1.21773,1.21564,1.21751,29143.0996
1.2175,1.21758,1.21621,1.21684,24554.75
1.21685,1.21744,1.21567,1.21584,26714.4004
1.21584,1.21705,1.21316,1.21456,39458.7813
1.21456,1.21717,1.21438,1.21563,32591.8809
1.21564,1.21664,1.21354,1.214,35527.5703
1.21399,1.21462,1.2133,1.2141,20251
1.2141,1.21505,1.21393,1.21434,13682.7695
1.21435,1.21516,1.2141,1.21418,10341.5801
1.21418,1.21457,1.21335,1.21372,14167.04
1.21372,1.21402,1.21123,1.21271,11255.125
1.21272,1.21299,1.21101,1.21202,8703.6709
1.21308,1.21308,1.21195,1.2127,1201.4692
1.21269,1.21324,1.21195,1.212,5897.3101
1.21199,1.2131,1.21186,1.21278,18211.2109
1.21276,1.2136,1.21248,1.2135,14630.9004
1.21349,1.21402,1.21325,1.21364,11491.1104
1.21365,1.21385,1.21339,1.21343,7031.5098
1.21343,1.21344,1.21324,1.21326,4647.3101
1.21326,1.21339,1.21304,1.21317,6971.2402
1.21316,1.21329,1.2125,1.21291,10900.7305
1.21291,1.21293,1.21142,1.21211,21230.9609
1.21211,1.21224,1.20906,1.20969,36598.4805
1.2097,1.20976,1.20784,1.2093,30323.1699
1.2093,1.21131,1.2085,1.21084,21449.2305
1.21084,1.21141,1.21032,1.21129,21040.1309
1.21129,1.21194,1.21056,1.21184,18060.7402
1.21183,1.21393,1.21141,1.21372,29022.8301
1.21371,1.21662,1.21318,1.21507,27909.8301
1.21507,1.21527,1.21321,1.21324,26432.4609
1.21325,1.21419,1.21296,1.21383,21442.2598
1.21381,1.21417,1.21299,1.2133,16807
1.2133,1.21331,1.21176,1.21248,19088.7793
1.21248,1.21295,1.21188,1.21193,16172.1797
1.21194,1.21205,1.21082,1.21082,16311.7803
1.21082,1.21142,1.21074,1.21091,3267.1599
1.21091,1.2111,1.21072,1.21099,294.6425
1.211,1.21134,1.21092,1.21092,2664.24
1.21091,1.211,1.21041,1.21076,7415.3501
1.21075,1.21112,1.21063,1.21069,14287.1299
1.21069,1.21132,1.21051,1.21115,6440.3198
1.21117,1.21152,1.21103,1.2114,7287.1699
1.21141,1.21162,1.2113,1.21144,7836.8198
1.21143,1.21194,1.21142,1.21183,8116.3101
1.21182,1.2123,1.21137,1.21156,11128.4404
1.21157,1.21185,1.21072,1.21127,15964.1504
1.2113,1.2132,1.20953,1.21249,31787.4902
1.21251,1.21339,1.21186,1.21289,28069.7305
1.21288,1.21329,1.21136,1.21136,19616.3301
1.21135,1.21233,1.21072,1.21075,21641.2891
1.21073,1.21262,1.21073,1.21146,22881.7793
1.21145,1.21304,1.21122,1.21181,26239.1797
1.21182,1.21336,1.21174,1.21241,31976.9004
1.21244,1.21287,1.21,1.21134,29905.6797
1.21135,1.21157,1.21036,1.21106,14194.3604
1.21108,1.21162,1.21071,1.21152,10215.3604
1.21151,1.21172,1.21012,1.21021,7532.3398
1.21021,1.21081,1.2101,1.21037,6886.79
1.21037,1.21067,1.21001,1.21066,6379.02
1.21067,1.21076,1.21022,1.21022,2689.21
1.21022,1.21058,1.20998,1.21054,428.2857
1.21057,1.21099,1.21043,1.21094,3880.48
1.21095,1.21146,1.2107,1.21116,6936.0298
1.21116,1.21131,1.21078,1.21113,5762.4102
1.21113,1.21197,1.21102,1.21196,6106.1201
1.21198,1.21235,1.21174,1.21211,8191.6299
1.2121,1.21293,1.21209,1.21288,6676.27
1.21287,1.21311,1.21257,1.2131,7719.8599
1.21309,1.21475,1.21309,1.21384,8828.7598
1.21385,1.21415,1.21268,1.21292,12686.96
1.21292,1.21372,1.21248,1.21363,19716.1797
1.21364,1.21364,1.21199,1.21254,15041.9199
1.21253,1.21365,1.21189,1.21211,19085.9395
1.21209,1.21287,1.21078,1.21129,14810.4502
1.21129,1.21188,1.2101,1.21097,14886.8701
1.21097,1.21208,1.21024,1.21205,8842.3799
1.21205,1.21237,1.20958,1.2099,15896.9102
1.2099,1.21041,1.20776,1.2083,18978.4492
1.2083,1.2083,1.20722,1.20797,12823.25
1.20798,1.20849,1.20587,1.20723,10227.1104
1.20724,1.20734,1.20608,1.20617,8772.7998
1.20617,1.20732,1.20615,1.20728,6202.9302
1.20727,1.20822,1.20704,1.20798,6470.9351
1.20797,1.20837,1.20796,1.20799,2155.3049
1.20779,1.20832,1.20748,1.208,715.2425
1.208,1.20815,1.20755,1.20784,1780.98
1.20784,1.20843,1.20784,1.20819,6090.46
1.20815,1.2084,1.20795,1.20816,5569.8599
1.20817,1.20913,1.20808,1.20891,5451.0801
1.20891,1.20954,1.20876,1.20936,5228.8198
1.20933,1.21002,1.20932,1.20991,3602.4199
1.20991,1.20991,1.20929,1.2096,3776.72
1.20959,1.20963,1.20866,1.20877,4329.29
1.20876,1.20983,1.20856,1.20901,9476.0498
1.20902,1.20993,1.20859,1.20906,13909.0703
1.20904,1.21085,1.20833,1.21062,12358.6904
1.21062,1.21085,1.20968,1.2097,8937.4297
1.20969,1.2099,1.20849,1.20895,8675.4902
1.20896,1.21182,1.20811,1.21111,17966.9902
1.2111,1.21355,1.21033,1.21256,24737
1.21257,1.21548,1.20965,1.21523,29298.5098
1.21522,1.21588,1.21209,1.21325,23950.9004
1.21328,1.21346,1.21106,1.21167,15856.6504
1.21168,1.21272,1.21166,1.212,10870.8896
1.21201,1.21287,1.21132,1.21252,8056.71
1.21252,1.21362,1.21203,1.21336,6878.8599
1.21338,1.21447,1.21321,1.21427,5601.9648
1.21427,1.21434,1.21348,1.21398,3199.5249
1.2136,1.21408,1.21342,1.21408,397.19
1.21407,1.2144,1.21404,1.21433,1793.39
1.21434,1.21467,1.21402,1.21447,5104.3901
1.21446,1.216,1.21446,1.21556,7103.7598
1.21556,1.21588,1.2151,1.21573,5229.1899
1.21573,1.21595,1.21537,1.21578,4155.75
1.21578,1.216,1.21551,1.21553,3088.48
1.21553,1.21578,1.21535,1.21553,3313.95
1.21553,1.21629,1.21548,1.21566,4343.4702
1.21567,1.21594,1.21257,1.21307,9952.9697
1.21306,1.21352,1.21141,1.21257,16595.3105
1.21256,1.21339,1.21124,1.21176,12463.0303
1.21175,1.21376,1.21163,1.21192,13923.0898
1.21191,1.21255,1.21102,1.21218,12435.2002
1.21218,1.21301,1.21139,1.21263,10851.0303
1.21263,1.21302,1.21139,1.21155,14892.7598
1.21155,1.21333,1.2111,1.2117,15943.9805
1.2117,1.21291,1.21053,1.21067,17061.2109
1.21069,1.21156,1.2106,1.21123,9957.8701
1.21122,1.21178,1.2108,1.21165,5804.54
1.21165,1.2117,1.2111,1.21161,3347.8999
1.21161,1.21202,1.21124,1.21131,4296.5498
1.2113,1.21184,1.21126,1.21172,3596.5701
1.21175,1.21176,1.21074,1.21086,9467.9541
1.21367,1.21435,1.21327,1.21332,2263.209
1.21333,1.21394,1.21324,1.21331,2782.7727
1.21331,1.21334,1.21155,1.21209,6686.1401
1.21208,1.21315,1.21186,1.21289,5102.3198
1.2129,1.21332,1.21283,1.21318,4388.2598
1.21317,1.21337,1.21305,1.21324,3019.71
1.21324,1.21336,1.21303,1.2133,2325.26
1.21331,1.21416,1.21309,1.21405,4123.5898
1.21405,1.21439,1.2139,1.21433,5078.6802
1.21433,1.21553,1.21383,1.21532,8871.3896
1.21531,1.21564,1.21427,1.21437,12743.2803
1.21436,1.21602,1.21386,1.21577,9486.5898
1.21575,1.21597,1.21477,1.21505,9618.0596
1.21505,1.21605,1.21499,1.21551,8847.29
1.21551,1.21706,1.21524,1.21574,9977.7598
1.21576,1.21767,1.21565,1.21713,10958.1797
1.21712,1.21712,1.21546,1.21642,13945.7695
1.21642,1.2166,1.21231,1.21247,20136.1992
1.21248,1.21473,1.21229,1.21443,6962.6699
1.21444,1.21603,1.2143,1.21575,5258.3701
1.21575,1.21606,1.21471,1.21504,3813.6599
1.21504,1.21525,1.21449,1.21468,3023.96
1.21468,1.21487,1.2139,1.21472,2390.3601
1.21473,1.21517,1.21413,1.21432,2149.29
1.21432,1.21466,1.21431,1.21457,190.83
1.21454,1.21489,1.21433,1.21486,1530.17
1.21485,1.21593,1.21472,1.21571,3426.25
1.21571,1.21605,1.21519,1.21598,5533.7798
1.21598,1.21629,1.21567,1.21588,4343.3198
1.21589,1.21602,1.21491,1.21518,4577.9102
1.21519,1.2153,1.21457,1.21465,2328.05
1.21466,1.21548,1.2145,1.21547,3928.4199
1.21545,1.21546,1.21476,1.21483,3081.6201
1.21483,1.21517,1.21344,1.21369,6983.6299
1.21368,1.21442,1.21315,1.21431,10134.3203
1.2143,1.21621,1.21413,1.21577,9403.0996
1.21579,1.21622,1.21549,1.21586,7877.5
1.21585,1.21662,1.21486,1.21601,8362.2305
1.21601,1.21624,1.2121,1.21249,9344.7002
1.2125,1.21497,1.21249,1.21394,12275.1299
1.21394,1.21585,1.21379,1.21435,13078.9297
1.21435,1.21604,1.21428,1.21529,9601.4404
1.21531,1.21603,1.21491,1.21574,7953.02
1.21575,1.21612,1.21474,1.21609,4279.2002
1.21608,1.21689,1.21513,1.21515,5019.0298
1.21512,1.21604,1.21489,1.21568,4582.21
1.21566,1.21605,1.21539,1.21604,3105.845
1.21605,1.21626,1.21505,1.21505,2414.5825
1.21489,1.21546,1.21489,1.21517,326.53
1.21512,1.21549,1.21511,1.21543,1346.41
1.21543,1.21543,1.21451,1.215,2659.04
1.215,1.21552,1.21466,1.21509,2503.97
1.21509,1.21574,1.21509,1.21561,2308.3401
1.21561,1.21637,1.21556,1.21615,2488.95
1.21614,1.21649,1.21581,1.21647,1961.37
1.21647,1.21651,1.21602,1.21622,2691.49
1.21621,1.2163,1.21586,1.2163,3145.75
1.2163,1.2172,1.21533,1.21545,8040.9502
1.21544,1.22121,1.21522,1.22087,18636.4609
1.22087,1.22096,1.21936,1.22061,9833.1201
1.22061,1.22067,1.21952,1.21967,7861.77
1.21967,1.22006,1.21864,1.21951,7963.4502
1.21951,1.21984,1.21861,1.21944,6947.0898
1.21944,1.21949,1.21789,1.21876,11415.2598
1.21876,1.22063,1.21865,1.21959,13020.5498
1.21959,1.21983,1.21822,1.21873,12828.5996
1.21872,1.21896,1.21672,1.21746,8508.71
1.21746,1.21767,1.21627,1.21688,5212.71
1.21686,1.21755,1.21672,1.2171,4534.7202
1.2172,1.21776,1.2125,1.21622,22113.6602
1.21621,1.21989,1.2162,1.21835,11856.3203
1.21836,1.22013,1.2181,1.21985,4678.3701
1.21983,1.22017,1.21946,1.21973,783.975
1.21972,1.2198,1.21916,1.21961,1032.3
1.21961,1.2197,1.21898,1.21942,4848.1001
1.21942,1.22087,1.21922,1.22023,6595.5698
1.22022,1.22131,1.2201,1.22119,4465.7798
1.22119,1.2212,1.2208,1.22106,3587.6101
1.22105,1.22354,1.22101,1.2225,6180.3198
1.22251,1.22298,1.22247,1.22257,3540.3701
1.22256,1.2235,1.22251,1.22306,4355.2798
1.22306,1.22385,1.22262,1.22331,9769.6797
1.22331,1.22439,1.22298,1.22348,12031.54
1.22347,1.224,1.22239,1.22324,10221.9297
1.22324,1.22337,1.2225,1.22281,8791.4199
1.22281,1.22391,1.22279,1.22377,9021.8896
1.22379,1.2249,1.22326,1.22481,10438.5996
1.22481,1.22588,1.22398,1.22417,13216.5801
1.22418,1.22559,1.22399,1.22506,11169.54
1.22508,1.22613,1.22403,1.22451,13038.7197
1.22452,1.22602,1.22389,1.22586,9359.7598
1.22584,1.22676,1.22563,1.22602,6747.1899
1.22606,1.22708,1.22606,1.22673,5349.4102
1.22671,1.22726,1.22619,1.22624,6027.29
1.22623,1.22678,1.22583,1.22624,4630.73
1.2263,1.22724,1.2262,1.22656,3431.5249
1.22676,1.22718,1.22647,1.22678,815.91
1.22677,1.22683,1.22611,1.22614,1990.75
1.22613,1.22641,1.22506,1.22547,4622.3501
1.22547,1.226,1.22519,1.22563,5109.6001
1.22563,1.22584,1.22444,1.22462,4498.23
1.22463,1.22499,1.22463,1.22465,3990.6101
1.22463,1.22471,1.22384,1.22405,3203.78
1.22406,1.22441,1.22391,1.22431,4043.6599
1.22432,1.22554,1.22427,1.2253,4964.9102
1.22529,1.2256,1.22474,1.22477,7620.7402
1.22475,1.22628,1.22431,1.22571,11867.9102
1.22574,1.22623,1.22452,1.22492,11863.8701
1.22492,1.22578,1.22431,1.22543,8549.3496
1.22544,1.22603,1.22484,1.22559,8056.54
1.22557,1.22687,1.22527,1.22544,11328.9805
1.22548,1.22605,1.22456,1.22485,12178.3398
1.22485,1.22534,1.22279,1.22377,13872.1104
1.22377,1.22471,1.22264,1.22347,12933.54
1.22349,1.2236,1.22255,1.22351,9992.4805
1.22352,1.22457,1.22325,1.22367,4592.6899
1.22367,1.22432,1.22361,1.22419,2899.71
1.22421,1.22433,1.22349,1.2242,2766.5701
1.22421,1.22489,1.22364,1.2246,4461.4302
1.22459,1.22587,1.22446,1.22559,5811.4058
1.2221,1.22347,1.22209,1.22296,1148.1949
1.22295,1.22348,1.22113,1.22118,4661.7451
1.22118,1.22194,1.22046,1.22191,6326.5298
1.2219,1.2226,1.22056,1.22081,7022
1.22084,1.22122,1.21789,1.21892,8153.5298
1.21893,1.2191,1.21842,1.21845,4238.1499
1.21845,1.21918,1.21845,1.21908,2647.3701
1.21908,1.21916,1.21808,1.21912,5747.4702
1.21911,1.21992,1.21822,1.21987,5661.5601
1.21988,1.21991,1.2168,1.21758,11339.2197
1.21759,1.22267,1.21729,1.22172,18627.5898
1.22173,1.22176,1.21719,1.21752,16691.5898
1.21753,1.21767,1.21296,1.21474,22024.3691
1.21476,1.21813,1.21476,1.21621,16458.1094
1.21623,1.21876,1.21563,1.21632,13734.5996
1.21635,1.22145,1.21625,1.21912,17495.7695
1.21914,1.22187,1.21914,1.22089,15336.3301
1.22088,1.22201,1.22064,1.2211,13059.4404
1.22111,1.22347,1.22099,1.22311,10782.6299
1.2231,1.22387,1.22268,1.22361,8330.7002
1.22361,1.22473,1.22291,1.2244,6211.7002
1.22438,1.22529,1.22407,1.22485,8932.1396
1.22486,1.22529,1.22311,1.2232,6613.7002
1.22318,1.2245,1.22279,1.22432,2920.53
1.22432,1.22434,1.2234,1.22382,564.7806
1.22392,1.22498,1.22339,1.22346,3308.8301
1.22347,1.22433,1.22285,1.22309,3781.8799
1.22308,1.22374,1.22283,1.22312,5084.2598
1.2231,1.22354,1.22295,1.22325,4685.46
1.22326,1.22327,1.22239,1.2229,4059.96
1.2229,1.22298,1.22191,1.22229,3081.97
1.2223,1.22235,1.22157,1.22185,4352.02
1.22183,1.22255,1.22158,1.22169,5867.2598
1.22171,1.22296,1.22135,1.22166,12260.0195
1.22167,1.22243,1.2206,1.22218,13515.9004
1.22217,1.2226,1.22049,1.22071,13445.2998
1.22071,1.22343,1.22041,1.223,14593.5996
1.22301,1.22439,1.22209,1.22436,9831.1904
1.22436,1.2257,1.22383,1.22393,12811.25
1.22393,1.22438,1.22294,1.22301,11786.1201
1.22302,1.2239,1.22057,1.22071,15090.9697
1.22072,1.22115,1.21651,1.21734,21937.6406
1.21735,1.21804,1.21607,1.21719,18707.1094
1.21721,1.21785,1.21667,1.21744,7386.4902
1.21743,1.21747,1.21561,1.21628,6294.73
1.21628,1.21646,1.21565,1.21605,4231.7402
1.21606,1.21612,1.2152,1.21567,4760.5049
1.21567,1.2167,1.21558,1.2161,2838.3257
1.2161,1.21659,1.2161,1.21639,358.03
1.21637,1.21877,1.21634,1.21872,2289.24
1.21871,1.21872,1.21626,1.2163,7967.8398
1.21633,1.21806,1.21538,1.21772,6596.6602
1.21771,1.21795,1.21663,1.21755,6180.2402
1.21756,1.21908,1.21753,1.219,5591.3599
1.219,1.2192,1.21858,1.21878,3111.46
1.21878,1.21895,1.21844,1.21888,3461.1299
1.21888,1.21893,1.21813,1.2184,3434.29
1.21839,1.22008,1.21792,1.21969,8304.9697
1.21971,1.21974,1.21719,1.21885,13473.8799
1.21885,1.21996,1.21865,1.21937,9893.1797
1.21938,1.21984,1.21779,1.21797,12428.7998
1.21798,1.21976,1.21792,1.21913,11423.3701
1.21913,1.21944,1.21805,1.21823,9706.7402
1.21822,1.21866,1.21602,1.21762,14096.3203
1.21761,1.2221,1.21736,1.22069,17913.8906
1.22068,1.22185,1.21799,1.21842,17353.2207
1.21842,1.22034,1.21842,1.21932,10789.0498
1.21932,1.21972,1.21804,1.21867,6568.6699
1.21868,1.21885,1.21798,1.21815,5572.5898
1.21815,1.21844,1.21725,1.21804,3560.1499
1.21805,1.21963,1.21731,1.21953,4736.9502
1.21952,1.21957,1.2181,1.2185,2900.7275
1.21845,1.21904,1.21845,1.21902,322.52
1.21902,1.21939,1.21838,1.21939,1086.29
1.2194,1.22044,1.21928,1.22022,5401.96
1.2202,1.22121,1.22015,1.22081,6135.2202
1.22081,1.22156,1.22072,1.2211,3408.26
1.2211,1.22154,1.22052,1.22092,4299.9199
1.22092,1.22092,1.22017,1.22043,4553.98
1.22043,1.22081,1.22021,1.2205,3526.1399
1.22051,1.22077,1.22027,1.22071,3125.0701
1.2207,1.22096,1.22026,1.22053,6599.6299
1.22052,1.22097,1.21937,1.22011,7908.4902
1.22011,1.22028,1.21869,1.21913,7322.3999
1.21912,1.22003,1.2188,1.21987,6901.4702
1.21988,1.22034,1.21936,1.21953,5589.23
1.21952,1.21988,1.21877,1.21883,6392.7998
1.21883,1.21947,1.21855,1.21881,5985.9399
1.21879,1.21973,1.21773,1.21887,8648.04
1.21887,1.21978,1.21781,1.21822,10596.1104
1.21822,1.21891,1.21811,1.21815,4668.2402
1.21816,1.21891,1.21802,1.2183,3156.8799
1.21831,1.21857,1.21774,1.21807,4816.9038
1.21807,1.21813,1.21789,1.21797,2479.73
1.21798,1.21857,1.21795,1.21838,30401.8809
1.21838,1.21855,1.21821,1.21844,6135.6152
1.21861,1.21861,1.21809,1.21809,161.12
1.2183,1.21831,1.21806,1.2182,1849.33
1.21816,1.21828,1.21709,1.21753,645.52
1.21752,1.21913,1.21752,1.21901,477.8
1.21902,1.21932,1.21884,1.2193,892.31
1.21932,1.22006,1.21909,1.22002,227.89
1.22006,1.22006,1.21966,1.21983,745.42
1.21983,1.22012,1.2193,1.2193,203.02
1.21933,1.22031,1.21925,1.21957,252.75
1.21939,1.2198,1.21863,1.21922,477.28
1.2186,1.2193,1.21811,1.21901,1630.5319
1.21901,1.22072,1.21848,1.22038,4516.2554
1.22039,1.22081,1.21811,1.21923,5659.1699
1.21925,1.22063,1.2191,1.22048,4696.8301
1.22049,1.22137,1.22043,1.22086,4342.6001
1.22087,1.22159,1.22087,1.22126,3316.3601
1.22127,1.22138,1.22091,1.22102,2373.6899
1.22102,1.22236,1.22092,1.22234,4986.0801
1.22234,1.22269,1.22197,1.22249,5101.2002
1.22249,1.22329,1.22195,1.22308,4707.2598
1.2231,1.22403,1.22257,1.2239,8037.5
1.22388,1.22501,1.22347,1.22488,8699.2002
1.22488,1.22502,1.22074,1.22133,11685.4004
1.22132,1.22154,1.21926,1.21947,8333.2803
1.21947,1.22085,1.21913,1.22082,7747.3301
1.22083,1.22222,1.22067,1.22128,7518.54
1.22127,1.22399,1.22084,1.22317,8221.5596
1.22317,1.22347,1.22073,1.22148,9147.6699
1.22148,1.22289,1.22122,1.22129,7471.6001
1.22129,1.22162,1.2205,1.2206,6281.5601
1.2206,1.22129,1.22025,1.22084,4952.8999
1.22083,1.22113,1.22033,1.22066,4536.6401
1.22065,1.22139,1.2203,1.22132,4143.6001
1.22133,1.22162,1.22062,1.2216,2228.53
1.2216,1.2216,1.22073,1.22084,901.795
1.22081,1.22208,1.22081,1.22196,2181.3
1.22196,1.22345,1.22193,1.22254,4920.0298
1.22257,1.22306,1.22255,1.22272,4399.5801
1.22271,1.22376,1.22243,1.22339,5116.6699
1.22339,1.2243,1.22315,1.22417,3974.5701
1.22418,1.22428,1.22375,1.22396,4174.98
1.22398,1.22407,1.2235,1.2236,3438.7
1.22359,1.22427,1.22355,1.22422,3777.54
1.22422,1.22514,1.2239,1.22402,6157.48
1.22403,1.2258,1.22392,1.22452,8493.9902
1.22452,1.22522,1.22364,1.22495,10148.9502
1.22496,1.22569,1.22455,1.22491,9590.46
1.22491,1.22528,1.22389,1.22486,7896.6201
1.22487,1.22614,1.22464,1.22559,8522.6104
1.22561,1.22592,1.22482,1.22534,9641.5
1.22535,1.2275,1.225,1.22671,10842.5996
1.2267,1.22677,1.22402,1.22438,15101.0703
1.22437,1.22557,1.22379,1.22516,8625.5195
1.22517,1.22546,1.22369,1.22416,6516.4702
1.22415,1.22476,1.22359,1.22458,5077.1401
1.22457,1.22586,1.2244,1.22512,5196.3398
1.2251,1.22561,1.22466,1.22498,5130.9175
1.22498,1.22525,1.22468,1.22478,2238.0349
1.22455,1.22533,1.22453,1.22528,604.535
1.22527,1.22589,1.22515,1.22519,2522.72
1.2252,1.22779,1.22511,1.22684,4776.9702
1.22682,1.22948,1.22663,1.22906,8655.0498
1.22907,1.22919,1.22845,1.22869,4133.6899
1.2287,1.22887,1.22818,1.22828,3356.1001
1.22829,1.22896,1.22817,1.22848,2504.99
1.22849,1.22905,1.22838,1.22849,3333.3799
1.22847,1.22864,1.22761,1.22816,4018.72
1.22816,1.22851,1.22651,1.22672,6977.2002
1.22671,1.227,1.22527,1.22587,12016.1797
1.22589,1.2272,1.2255,1.22682,8642.96
1.22682,1.22846,1.22668,1.2279,8425
1.2279,1.22801,1.22663,1.22731,9201.5996
1.2273,1.22935,1.22705,1.22895,8169.8799
1.22898,1.22914,1.22765,1.22911,9416.96
1.22913,1.23101,1.22711,1.22966,18796
1.22967,1.23058,1.22808,1.23005,14243.9404
1.23007,1.23022,1.22784,1.2279,9747.4805
1.2279,1.22888,1.22762,1.22885,5038.1602
1.22885,1.22913,1.22854,1.22908,2979.3899
1.2291,1.22926,1.22804,1.22884,4430.0298
